,CRM ID,Analysis Method,Ag,Al,Al2O3,As,Au,B,Ba,BaO,Be,BeO,Bi,C,C-(Carbonate),C-(Graphite),Ca,CaO,Cd,Ce,CeO2,Cl,Co,Cr,Cr2O3,Cs,Cu,Cu-Res(4A),Cu-Sol(CN),Cu-Sol(H2SO4),Cu-Tot(Calc),Dy,Dy2O3,Er,Er2O3,Eu,Eu2O3,F,Fe,Fe(Calc),Fe2+,Fe2O3,Fe3+,Fe3O4,FeO,Ga,Ga2O3,Gd,Gd2O3,Ge,H2O-,Hf,HfO2,Hg,Ho,Ho2O3,In,Ir,K,K2O,LOI1000,LOI300-1000,LOI371,LOI425,LOI650,La,La2O3,Li,Li2O,Lu,Lu2O3,MOI300,MassRec,Mg,MgO,Mn,MnO,Mo,Na,Na2O,Nb,Nb2O5,Nd,Nd2O3,Ni,NiO,Os,P,P2O5,Pb,PbO,Pd,Pr,Pr6O11,Pt,Rb,Re,Rh,Ru,S,S-(Sulphate),S-(Sulphide),SG,SO3,Sb,Sc,Se,Si,SiO2,Sm,Sm2O3,Sn,SnO2,Sr,SrO,Ta,Ta2O5,Tb,Tb4O7,Te,Th,ThO2,Ti,TiO2,Tl,Tm,Tm2O3,U,U3O8,V,V2O5,W,WO3,Y,Y2O3,Yb,Yb2O3,Zn,ZnO,Zr,ZrO2
1333,OREAS 520c,Ion Selective Electrode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.537,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,OREAS 520c,Pb Fire Assay,0.0,0.0,0.0,0.0,0.191788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,OREAS 520c,Peroxide Fusion ICP,0.0,64041.1,0.0,91.6852,0.0,0.0,4224.71,0.0,2.44123,0.0,0.0,0.0,0.0,0.0,21665.4,0.0,0.0,115.468,0.0,0.0,118.924,79.5892,0.0,4.09341,2880.77,0.0,0.0,0.0,0.0,4.29693,0.0,1.95377,0.0,1.70495,0.0,0.0,132011.0,0,0,0.0,0,0.0,0.0,19.0249,0.0,6.21376,0.0,2.79872,0.0,5.33205,0.0,0.0,0.772978,0.0,0.0,0.0,21950.8,0.0,0.0,0.0,0.0,0.0,0.0,74.8343,0.0,20.3367,0.0,0.218083,0.0,0.0,0,10925.3,0.0,853.976,0.0,43.7635,17783.4,0.0,15.6783,0.0,41.4977,0.0,48.0783,0.0,0.0,716.927,0.0,129.767,0.0,0.0,11.8394,0.0,0.0,93.395,0.0,0.0,0.0,5809.36,0.0,0.0,0,0.0,3.61214,8.32682,0.0,250981.0,0.0,7.2752,0.0,4.83185,0.0,243.98,0.0,1.19473,0.0,0.840581,0.0,0.99,10.7302,0.0,3354.54,0.0,0.730357,0.257324,0.0,11.9205,0.0,58.7926,0.0,20.0196,0.0,20.9841,0.0,1.58375,0.0,510.625,0.0,198.648,0.0
1336,OREAS 521,3-Acid Digestion (no HF),0.866528,0.0,0.0,337.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.578,0.0,0.0,0.0,6009.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210011.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,130.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18965.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,OREAS 521,4-Acid Digestion,0.884779,47680.2,0.0,336.217,0.0,0.0,0.0,0.0,0.856705,0.0,5.8476,0.0,0.0,0.0,38583.1,0.0,0.0,123.294,0.0,0.0,386.349,30.9202,0.0,0.719119,6066.09,0.0,0.0,0.0,0.0,3.46591,0.0,2.1153,0.0,1.63509,0.0,0.0,207120.0,0,0,0.0,0,0.0,0.0,17.3788,0.0,4.02507,0.0,0.0,0.0,3.23185,0.0,0.0,0.718395,0.0,0.176569,0.0,31612.0,0.0,0.0,0.0,0.0,0.0,0.0,139.094,0.0,16.4071,0.0,0.329777,0.0,0.0,0,11302.2,0.0,3211.86,0.0,137.945,9781.02,0.0,5.55689,0.0,25.3974,0.0,72.916,0.0,0.0,811.935,0.0,9.34667,0.0,0.0,8.42538,0.0,0.0,98.1736,0.0644824,0.0,0.0,17952.8,0.0,0.0,0,0.0,5.66082,13.8674,2.37229,0.0,0.0,4.18809,0.0,7.10568,0.0,157.982,0.0,0.445241,0.0,0.608189,0.0,0.763646,8.25913,0.0,3932.41,0.0,0.269779,0.298009,0.0,30.9626,0.0,208.654,0.0,91.6397,0.0,19.8779,0.0,2.10397,0.0,24.4249,0.0,122.587,0.0
1338,OREAS 521,Aqua Regia Digestion,0.816907,14371.7,0.0,332.918,0.364936,0.0,0.0,0.0,0.47201,0.0,5.84404,0.0,0.0,0.0,36554.1,0.0,0.0,121.092,0.0,0.0,373.928,32.7102,0.0,0.554793,5987.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199585.0,0,0,0.0,0,0.0,0.0,14.2715,0.0,0.0,0.0,0.275267,0.0,1.03348,0.0,0.0,0.0,0.0,0.172174,0.0,5255.13,0.0,0.0,0.0,0.0,0.0,0.0,147.252,0.0,16.6872,0.0,0.22088,0.0,0.0,0,11002.5,0.0,3000.43,0.0,132.922,445.189,0.0,0.487106,0.0,0.0,0.0,68.1398,0.0,0.0,810.846,0.0,9.0425,0.0,0.0,0.0,0.0,0.0,31.8481,0.0,0.0,0.0,18549.8,0.0,0.0,0,0.0,3.64982,10.0121,2.38867,0.0,0.0,0.0,0.0,5.77726,0.0,54.2252,0.0,0.0,0.0,0.531336,0.0,0.744893,7.83694,0.0,1413.61,0.0,0.113616,0.0,0.0,28.1677,0.0,199.545,0.0,71.3165,0.0,15.0096,0.0,1.4932,0.0,23.6445,0.0,38.2697,0.0
1339,OREAS 521,Gas / Liquid Pycnometry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,OREAS 521,Infrared Combustion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21665.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,OREAS 521,Pb Fire Assay,0.0,0.0,0.0,0.0,0.376168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,OREAS 521,Peroxide Fusion ICP,0.0,47779.2,0.0,347.365,0.0,0.0,16222.0,0.0,0.0,0.0,6.08002,0.0,0.0,0.0,39848.9,0.0,0.0,128.23,0.0,0.0,386.842,38.0802,0.0,0.761853,6089.76,0.0,0.0,0.0,0.0,3.80367,0.0,2.25358,0.0,0.0,0.0,0.0,209050.0,0,0,0.0,0,0.0,0.0,18.423,0.0,4.44308,0.0,0.0,0.0,3.57721,0.0,0.0,0.787318,0.0,0.0,0.0,32862.2,0.0,0.0,0.0,0.0,0.0,0.0,165.248,0.0,19.0901,0.0,0.366064,0.0,0.0,0,11589.7,0.0,3323.74,0.0,138.529,0.0,0.0,6.13706,0.0,27.3489,0.0,80.1434,0.0,0.0,859.643,0.0,0.0,0.0,0.0,9.02627,0.0,0.0,99.6013,0.0,0.0,0.0,21504.6,0.0,0.0,0,0.0,5.53282,12.1956,0.0,176072.0,0.0,4.45903,0.0,8.44112,0.0,174.466,0.0,0.0,0.0,0.649288,0.0,0.0,9.37737,0.0,4589.16,0.0,0.0,0.346648,0.0,31.7342,0.0,227.191,0.0,93.3624,0.0,21.1085,0.0,2.36967,0.0,0.0,0.0,0.0,0.0
1343,OREAS 522,3-Acid Digestion (no HF),1.19035,0.0,0.0,502.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.086,0.0,0.0,0.0,9082.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249083.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,193.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27391.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,OREAS 522,4-Acid Digestion,1.31205,39468.5,0.0,490.141,0.0,0.0,0.0,0.0,0.696345,0.0,8.71733,0.0,0.0,0.0,36467.5,0.0,0.0,147.51,0.0,0.0,550.056,29.6124,0.0,0.639523,9163.04,0.0,0.0,0.0,0.0,3.23525,0.0,1.96566,0.0,1.88147,0.0,0.0,246335.0,0,0,0.0,0,0.0,0.0,16.0287,0.0,3.86865,0.0,0.0,0.0,2.95669,0.0,0.0,0.664488,0.0,0.227589,0.0,28251.0,0.0,0.0,0.0,0.0,0.0,0.0,170.516,0.0,16.2279,0.0,0.305032,0.0,0.0,0,11197.4,0.0,3969.5,0.0,205.555,6331.37,0.0,5.6617,0.0,27.2312,0.0,70.4547,0.0,0.0,888.865,0.0,12.4531,0.0,0.0,9.75865,0.0,0.0,81.9972,0.0983127,0.0,0.0,24984.6,0.0,0.0,0,0.0,7.93111,10.8789,2.73585,0.0,0.0,4.1741,0.0,9.31926,0.0,198.672,0.0,0.436201,0.0,0.586119,0.0,1.14277,7.52577,0.0,3438.85,0.0,0.286759,0.280484,0.0,42.2414,0.0,163.921,0.0,134.947,0.0,18.487,0.0,1.96664,0.0,30.2185,0.0,111.646,0.0
1345,OREAS 522,Aqua Regia Digestion,1.23003,12854.9,0.0,491.558,0.548812,0.0,0.0,0.0,0.412582,0.0,8.86809,0.0,0.0,0.0,34311.2,0.0,0.0,153.273,0.0,0.0,532.657,28.6491,0.0,0.524702,9036.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241326.0,0,0,0.0,0,0.0,0.0,13.216,0.0,0.0,0.0,0.0,0.0,1.20637,0.0,0.0,0.0,0.0,0.228408,0.0,5283.9,0.0,0.0,0.0,0.0,0.0,0.0,192.451,0.0,15.9257,0.0,0.233395,0.0,0.0,0,10708.0,0.0,3673.84,0.0,198.174,0.0,0.0,0.906059,0.0,0.0,0.0,64.1367,0.0,0.0,889.155,0.0,12.4708,0.0,0.0,0.0,0.0,0.0,30.9252,0.0,0.0,0.0,25946.5,0.0,0.0,0,0.0,5.38547,8.17641,3.05506,0.0,0.0,0.0,0.0,7.59079,0.0,63.7767,0.0,0.0,0.0,0.53701,0.0,1.10843,7.32976,0.0,1459.23,0.0,0.133673,0.0,0.0,40.2041,0.0,152.718,0.0,113.445,0.0,14.8878,0.0,1.5657,0.0,28.2786,0.0,45.7286,0.0
1346,OREAS 522,Gas / Liquid Pycnometry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,OREAS 522,Infrared Combustion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31091.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,OREAS 522,Pb Fire Assay,0.0,0.0,0.0,0.0,0.573672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,OREAS 522,Peroxide Fusion ICP,0.0,40170.7,0.0,521.645,0.0,0.0,23750.3,0.0,0.0,0.0,9.11806,0.0,0.0,0.0,38659.7,0.0,0.0,163.114,0.0,0.0,555.011,34.5455,0.0,0.672706,9234.72,0.0,0.0,0.0,0.0,3.50255,0.0,2.12883,0.0,0.0,0.0,0.0,247177.0,0,0,0.0,0,0.0,0.0,16.3353,0.0,4.19723,0.0,0.0,0.0,3.35182,0.0,0.0,0.717382,0.0,0.252641,0.0,28896.5,0.0,0.0,0.0,0.0,0.0,0.0,221.745,0.0,0.0,0.0,0.346692,0.0,0.0,0,11499.3,0.0,4180.78,0.0,206.757,0.0,0.0,6.00236,0.0,28.9265,0.0,72.2087,0.0,0.0,892.345,0.0,0.0,0.0,0.0,10.4264,0.0,0.0,84.3963,0.0,0.0,0.0,30919.7,0.0,0.0,0,0.0,8.24354,10.3867,0.0,158148.0,0.0,4.31895,0.0,10.7897,0.0,236.337,0.0,0.0,0.0,0.611803,0.0,0.0,8.69389,0.0,3942.47,0.0,0.0,0.32512,0.0,44.048,0.0,181.782,0.0,133.502,0.0,19.2564,0.0,2.11005,0.0,0.0,0.0,110.548,0.0
1350,OREAS 523,3-Acid Digestion (no HF),2.29381,0.0,0.0,657.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.969,0.0,0.0,0.0,16860.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288375.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,294.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39891.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,OREAS 523,4-Acid Digestion,2.60606,30230.6,0.0,665.745,0.0,0.0,0.0,0.0,0.525635,0.0,13.5755,0.0,0.0,0.0,33606.4,0.0,0.0,172.21,0.0,0.0,728.005,24.9903,0.0,0.570096,17186.5,0.0,0.0,0.0,0.0,2.99075,0.0,1.83093,0.0,2.12634,0.0,0.0,288982.0,0,0,0.0,0,0.0,0.0,14.252,0.0,3.84273,0.0,0.0,0.0,2.66395,0.0,0.0,0.616578,0.0,0.367961,0.0,25684.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.511,0.0,0.294058,0.0,0.0,0,10232.0,0.0,4749.57,0.0,312.589,2390.56,0.0,5.40118,0.0,30.5529,0.0,67.6669,0.0,0.0,918.805,0.0,26.3167,0.0,0.0,11.1156,0.0,0.0,68.423,0.146611,0.0,0.0,38177.3,0.0,0.0,0,0.0,10.51,7.4227,3.65608,0.0,0.0,4.03245,0.0,11.6219,0.0,216.224,0.0,0.433816,0.0,0.541203,0.0,1.63042,6.44294,0.0,2827.97,0.0,0.304664,0.260225,0.0,56.7724,0.0,112.795,0.0,178.729,0.0,17.0794,0.0,1.86148,0.0,40.2401,0.0,100.409,0.0
1352,OREAS 523,Aqua Regia Digestion,2.35601,11459.9,0.0,664.89,1.00808,0.0,0.0,0.0,0.335397,0.0,13.483,0.0,0.0,0.0,32029.8,0.0,0.0,188.015,0.0,0.0,698.487,24.8695,0.0,0.480237,16841.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280499.0,0,0,0.0,0,0.0,0.0,12.2979,0.0,0.0,0.0,0.0,0.0,1.32023,0.0,0.0,0.0,0.0,0.379331,0.0,6147.44,0.0,0.0,0.0,0.0,0.0,0.0,232.841,0.0,16.1942,0.0,0.239727,0.0,0.0,0,9922.7,0.0,4366.09,0.0,293.328,0.0,0.0,1.5564,0.0,0.0,0.0,62.4172,0.0,0.0,897.54,0.0,27.3983,0.0,0.0,0.0,0.0,0.0,30.5476,0.0,0.0,0.0,38436.2,0.0,0.0,0,0.0,0.0,6.41289,4.35283,0.0,0.0,0.0,0.0,9.88039,0.0,62.4811,0.0,0.0,0.0,0.547314,0.0,1.65083,6.90163,0.0,1575.25,0.0,0.16479,0.0,0.0,53.4139,0.0,110.251,0.0,160.226,0.0,14.8452,0.0,1.6082,0.0,38.1261,0.0,48.9726,0.0
1353,OREAS 523,Gas / Liquid Pycnometry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,OREAS 523,Infrared Combustion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46415.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
